dream_id,coding_type,init,rec,code,char,raw
norms-f_0386,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0386,act,1MKA,D,V>,,"{'init': '1MKA', 'code': 'V>', 'rec': 'D'}"
norms-f_0386,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0386,act,D,1FMA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FMA'}"
norms-f_0386,mf,,,5,1MKA,"{'code': '5', 'char': '1MKA'}"
norms-f_0386,emot,,,AP,D + 1MKA,"{'code': 'AP', 'char': 'D + 1MKA'}"
norms-f_0386,set,,,OQ,,OQ
norms-f_0386,obj,,,TR,,TR
norms-f_0386,obj,,,AI,,AI
norms-f_0386,obj,,,BH,,BH
norms-f_0386,obj,,,HH,,HH
norms-f_0386,mod,,,C+,,C+
norms-f_0386,mod,,,I+,,I+
norms-f_0387,char,,,2JUA,,2JUA
norms-f_0387,char,,,1MUT,,1MUT
norms-f_0387,char,,,1ANI,,1ANI
norms-f_0387,char,,,1MRA,,1MRA
norms-f_0387,char,,,1MSA,,1MSA
norms-f_0387,agg,1MUT,1MRA,1>,,"{'init': '1MUT', 'code': '1>', 'rec': '1MRA'}"
norms-f_0387,agg,1MRA,1MSA,6>,,"{'init': '1MRA', 'code': '6>', 'rec': '1MSA'}"
norms-f_0387,act,D + 2JUA,,S,,"{'init': 'D + 2JUA', 'code': 'S'}"
norms-f_0387,act,1MUT,,L,,"{'init': '1MUT', 'code': 'L'}"
norms-f_0387,act,1ANI,,M,,"{'init': '1ANI', 'code': 'M'}"
norms-f_0387,act,D + 2JUA,,M,,"{'init': 'D + 2JUA', 'code': 'M'}"
norms-f_0387,act,1MUT,,M,,"{'init': '1MUT', 'code': 'M'}"
norms-f_0387,act,1MSA,,M,,"{'init': '1MSA', 'code': 'M'}"
norms-f_0387,mf,,,5,1ANI,"{'code': '5', 'char': '1ANI'}"
norms-f_0387,mf,,,5,1MSA,"{'code': '5', 'char': '1MSA'}"
norms-f_0387,set,,,OF,,OF
norms-f_0387,set,,,IF,,IF
norms-f_0387,obj,,,NA,,NA
norms-f_0387,obj,,,BH,,BH
norms-f_0387,obj,,,AV,,AV
norms-f_0387,obj,,,FO,,FO
norms-f_0387,obj,,,AR,,AR
norms-f_0387,obj,,,AD,,AD
norms-f_0387,obj,,,CL,,CL
norms-f_0387,obj,,,MS,,MS
norms-f_0387,mod,,,S+,,S+
norms-f_0387,mod,,,E+,,E+
norms-f_0387,mod,,,S+,,S+
norms-f_0387,mod,,,E-,,E-
norms-f_0387,mod,,,I+,,I+
norms-f_0387,mod,,,I+,,I+
norms-f_0388,char,,,1FMA,,1FMA
norms-f_0388,char,,,1FTA,,1FTA
norms-f_0388,char,,,2JUA,,2JUA
norms-f_0388,char,,,1MUA,,1MUA
norms-f_0388,agg,D,1MUA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MUA'}"
norms-f_0388,fri,1MUA,D,5>,,"{'init': '1MUA', 'code': '5>', 'rec': 'D'}"
norms-f_0388,act,D + 1FTA + 2JUA,,L,,"{'init': 'D + 1FTA + 2JUA', 'code': 'L'}"
norms-f_0388,act,1MUA,,M,,"{'init': '1MUA', 'code': 'M'}"
norms-f_0388,act,1MUA,D,V>,,"{'init': '1MUA', 'code': 'V>', 'rec': 'D'}"
norms-f_0388,act,D,1MUA,VR,,"{'init': 'D', 'code': 'VR', 'rec': '1MUA'}"
norms-f_0388,set,,,AQ,,AQ
norms-f_0388,obj,,,CL,,CL
norms-f_0388,obj,,,AR,,AR
norms-f_0388,obj,,,CL,,CL
norms-f_0388,obj,,,BH,,BH
norms-f_0388,obj,,,FO,,FO
norms-f_0388,mod,,,S+,,S+
norms-f_0388,mod,,,S-,,S-
norms-f_0388,mod,,,A-,,A-
norms-f_0388,mod,,,E-,,E-
norms-f_0388,mod,,,I+,,I+
norms-f_0389,char,,,1FKA,,1FKA
norms-f_0389,char,,,2JSA,,2JSA
norms-f_0389,char,,,1MKA,,1MKA
norms-f_0389,char,,,1FKA,,1FKA
norms-f_0389,char,,,1FMA,,1FMA
norms-f_0389,char,,,1FTA,,1FTA
norms-f_0389,char,,,1FSA,,1FSA
norms-f_0389,fri,1FKA,D,2>,,"{'init': '1FKA', 'code': '2>', 'rec': 'D'}"
norms-f_0389,fri,2JSA,D,2>,,"{'init': '2JSA', 'code': '2>', 'rec': 'D'}"
norms-f_0389,act,D + 1FKA,,L,,"{'init': 'D + 1FKA', 'code': 'L'}"
norms-f_0389,act,1FKA,D,V>,,"{'init': '1FKA', 'code': 'V>', 'rec': 'D'}"
norms-f_0389,act,D + 2JSA,,M,,"{'init': 'D + 2JSA', 'code': 'M'}"
norms-f_0389,act,1FSA,,L,,"{'init': '1FSA', 'code': 'L'}"
norms-f_0389,mf,,,4,1FSA,"{'code': '4', 'char': '1FSA'}"
norms-f_0389,set,,,IF,,IF
norms-f_0389,obj,,,AI,,AI
norms-f_0389,obj,,,TR,,TR
norms-f_0389,obj,,,AR,,AR
norms-f_0389,obj,,,TR,,TR
norms-f_0389,obj,,,AD,,AD
norms-f_0389,obj,,,AD,,AD
norms-f_0389,mod,,,I+,,I+
norms-f_0389,mod,,,A-,,A-
norms-f_0389,mod,,,S-,,S-
norms-f_0390,char,,,1MUA,,1MUA
norms-f_0390,char,,,1MOA,,1MOA
norms-f_0390,char,,,2JOA,,2JOA
norms-f_0390,char,,,2JSC,,2JSC
norms-f_0390,agg,2JOA,1MOA,3>,,"{'init': '2JOA', 'code': '3>', 'rec': '1MOA'}"
norms-f_0390,act,D + 1MUA,,S,,"{'init': 'D + 1MUA', 'code': 'S'}"
norms-f_0390,act,1MUA,D,V>,,"{'init': '1MUA', 'code': 'V>', 'rec': 'D'}"
norms-f_0390,act,1MOA,,P,,"{'init': '1MOA', 'code': 'P'}"
norms-f_0390,act,2JSC,,M,,"{'init': '2JSC', 'code': 'M'}"
norms-f_0390,gf,,,,1MOA,{'char': '1MOA'}
norms-f_0390,set,,,IQ,,IQ
norms-f_0390,obj,,,CM,,CM
norms-f_0390,obj,,,AE,,AE
norms-f_0390,obj,,,MO,,MO
norms-f_0390,obj,,,IR,,IR
norms-f_0390,obj,,,CL,,CL
norms-f_0390,obj,,,CL,,CL
norms-f_0390,mod,,,I+,,I+
norms-f_0390,mod,,,C+,,C+
norms-f_0390,mod,,,C+,,C+
norms-f_0390,mod,,,C+,,C+
norms-f_0390,mod,,,E+,,E+
norms-f_0391,char,,,1ANI,,1ANI
norms-f_0391,char,,,1MRA,,1MRA
norms-f_0391,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0391,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0391,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0391,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0391,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0391,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0391,mf,,,2,D,"{'code': '2', 'char': 'D'}"
norms-f_0391,mf,,,3,D,"{'code': '3', 'char': 'D'}"
norms-f_0391,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0391,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0391,set,,,OQ,,OQ
norms-f_0391,set,,,OF,,OF
norms-f_0391,obj,,,NA,,NA
norms-f_0391,obj,,,NA,,NA
norms-f_0391,obj,,,NA,,NA
norms-f_0391,obj,,,AR,,AR
norms-f_0391,obj,,,TR,,TR
norms-f_0391,mod,,,S+,,S+
norms-f_0391,mod,,,S+,,S+
norms-f_0392,char,,,2FSA,,2FSA
norms-f_0392,char,,,2JSC,,2JSC
norms-f_0392,agg,2FSA + 2JSC,D,2>,,"{'init': '2FSA + 2JSC', 'code': '2>', 'rec': 'D'}"
norms-f_0392,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0392,act,2FSA + 2JSC,,S,,"{'init': '2FSA + 2JSC', 'code': 'S'}"
norms-f_0392,act,2FSA + 2JSC,,M,,"{'init': '2FSA + 2JSC', 'code': 'M'}"
norms-f_0392,act,2FSA + 2JSC,,E,,"{'init': '2FSA + 2JSC', 'code': 'E'}"
norms-f_0392,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0392,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0392,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0392,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0392,set,,,IQ,,IQ
norms-f_0392,obj,,,AV,,AV
norms-f_0392,obj,,,AD,,AD
norms-f_0392,obj,,,IR,,IR
norms-f_0392,obj,,,BE,,BE
norms-f_0392,mod,,,D+,,D+
norms-f_0393,char,,,1MUA,,1MUA
norms-f_0393,char,,,1ANI,,1ANI
norms-f_0393,char,,,1ANI,,1ANI
norms-f_0393,char,,,1MKA,,1MKA
norms-f_0393,act,D + 1MUA,,L,,"{'init': 'D + 1MUA', 'code': 'L'}"
norms-f_0393,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0393,act,1MUA,D,V>,,"{'init': '1MUA', 'code': 'V>', 'rec': 'D'}"
norms-f_0393,act,D + 1MUA,,S,,"{'init': 'D + 1MUA', 'code': 'S'}"
norms-f_0393,act,1MKA,,M,,"{'init': '1MKA', 'code': 'M'}"
norms-f_0393,mf,,,1,D + 1MUA,"{'code': '1', 'char': 'D + 1MUA'}"
norms-f_0393,gf,,,,D + 1MUA,{'char': 'D + 1MUA'}
norms-f_0393,emot,,,AP,D + 1MUA,"{'code': 'AP', 'char': 'D + 1MUA'}"
norms-f_0393,set,,,OF,,OF
norms-f_0393,obj,,,TR,,TR
norms-f_0393,obj,,,ST,,ST
norms-f_0393,obj,,,CM,,CM
norms-f_0393,obj,,,RG,,RG
norms-f_0393,obj,,,RG,,RG
norms-f_0393,obj,,,CL,,CL
norms-f_0393,obj,,,BH,,BH
norms-f_0393,mod,,,I+,,I+
norms-f_0393,mod,,,I-,,I-
norms-f_0393,mod,,,I+,,I+
norms-f_0393,mod,,,S+,,S+
norms-f_0393,mod,,,I+,,I+
norms-f_0393,mod,,,C-,,C-
norms-f_0394,char,,,1MPA,,1MPA
norms-f_0394,char,,,2MSA,,2MSA
norms-f_0394,agg,2MSA,D + 1MPA,7>,,"{'init': '2MSA', 'code': '7>', 'rec': 'D + 1MPA'}"
norms-f_0394,act,2MSA,D,P>,,"{'init': '2MSA', 'code': 'P>', 'rec': 'D'}"
norms-f_0394,act,1MPA,,E,,"{'init': '1MPA', 'code': 'E'}"
norms-f_0394,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0394,set,,,ID,,ID
norms-f_0394,obj,,,AR,,AR
norms-f_0394,obj,,,NA,,NA
norms-f_0394,obj,,,NA,,NA
norms-f_0394,obj,,,IW,,IW
norms-f_0395,char,,,1IOA,,1IOA
norms-f_0395,char,,,1FKA,,1FKA
norms-f_0395,act,1IOA,D,V>,,"{'init': '1IOA', 'code': 'V>', 'rec': 'D'}"
norms-f_0395,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0395,succ,,,,D + 1FKA,{'char': 'D + 1FKA'}
norms-f_0395,set,,,IQ,,IQ
norms-f_0395,obj,,,AV,,AV
norms-f_0395,obj,,,HH,,HH
norms-f_0395,obj,,,AD,,AD
norms-f_0395,obj,,,IR,,IR
norms-f_0395,obj,,,IR,,IR
norms-f_0395,obj,,,CL,,CL
norms-f_0395,mod,,,I+,,I+
norms-f_0395,mod,,,E+,,E+
norms-f_0396,char,,,1ANI,,1ANI
norms-f_0396,char,,,1ANI,,1ANI
norms-f_0396,char,,,1FTA,,1FTA
norms-f_0396,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0396,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0396,act,1ANI,,M,,"{'init': '1ANI', 'code': 'M'}"
norms-f_0396,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0396,mf,,,6,1ANI,"{'code': '6', 'char': '1ANI'}"
norms-f_0396,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0396,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-f_0396,set,,,IF,,IF
norms-f_0396,obj,,,AR,,AR
norms-f_0396,obj,,,AD,,AD
norms-f_0396,obj,,,ST,,ST
norms-f_0397,char,,,2FUA,,2FUA
norms-f_0397,char,,,1FKA,,1FKA
norms-f_0397,char,,,1MKA,,1MKA
norms-f_0397,char,,,1MKA,,1MKA
norms-f_0397,act,1FKA,,L,,"{'init': '1FKA', 'code': 'L'}"
norms-f_0397,act,2FUA,,S,,"{'init': '2FUA', 'code': 'S'}"
norms-f_0397,act,1MKA,,V,,"{'init': '1MKA', 'code': 'V'}"
norms-f_0397,act,1MKA,2FUA,V>,,"{'init': '1MKA', 'code': 'V>', 'rec': '2FUA'}"
norms-f_0397,act,1MKA,D,V>,,"{'init': '1MKA', 'code': 'V>', 'rec': 'D'}"
norms-f_0397,act,1MKA,1MKA,V>,,"{'init': '1MKA', 'code': 'V>', 'rec': '1MKA'}"
norms-f_0397,succ,,,,D,{'char': 'D'}
norms-f_0397,emot,,,CO,D + 2FUA,"{'code': 'CO', 'char': 'D + 2FUA'}"
norms-f_0397,set,,,OF,,OF
norms-f_0397,set,,,OQ,,OQ
norms-f_0397,obj,,,TR,,TR
norms-f_0397,obj,,,NA,,NA
norms-f_0397,obj,,,RG,,RG
norms-f_0397,obj,,,NA,,NA
norms-f_0397,obj,,,AR,,AR
norms-f_0397,obj,,,TR,,TR
norms-f_0397,obj,,,TR,,TR
norms-f_0397,obj,,,TR,,TR
norms-f_0397,obj,,,TR,,TR
norms-f_0397,obj,,,NA,,NA
norms-f_0397,mod,,,S-,,S-
norms-f_0397,mod,,,I+,,I+
norms-f_0398,char,,,2JKA,,2JKA
norms-f_0398,char,,,1MKA,,1MKA
norms-f_0398,char,,,1FKA,,1FKA
norms-f_0398,act,2JKA,D,V>,,"{'init': '2JKA', 'code': 'V>', 'rec': 'D'}"
norms-f_0398,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0398,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0398,mf,,,6,1MKA,"{'code': '6', 'char': '1MKA'}"
norms-f_0398,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0398,set,,,AQ,,AQ
norms-f_0398,obj,,,AR,,AR
norms-f_0398,obj,,,AD,,AD
norms-f_0398,obj,,,TR,,TR
norms-f_0398,obj,,,TR,,TR
norms-f_0398,obj,,,MS,,MS
norms-f_0398,mod,,,C-,,C-
norms-f_0399,char,,,1MFA,,1MFA
norms-f_0399,char,,,1FMA,,1FMA
norms-f_0399,char,,,1MHA,,1MHA
norms-f_0399,char,,,5MAB,,5MAB
norms-f_0399,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0399,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0399,act,1MHA,D,V>,,"{'init': '1MHA', 'code': 'V>', 'rec': 'D'}"
norms-f_0399,gf,,,,D + 1MHA,{'char': 'D + 1MHA'}
norms-f_0399,emot,,,HA,1MFA,"{'code': 'HA', 'char': '1MFA'}"
norms-f_0399,set,,,IQ,,IQ
norms-f_0399,obj,,,AI,,AI
norms-f_0399,mod,,,S-,,S-
norms-f_0399,mod,,,I+,,I+
norms-f_0400,char,,,2FKA,,2FKA
norms-f_0400,char,,,1FKA,,1FKA
norms-f_0400,char,,,1MKA,,1MKA
norms-f_0400,char,,,1FUA,,1FUA
norms-f_0400,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0400,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0400,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0400,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0400,act,2FKA,,P,,"{'init': '2FKA', 'code': 'P'}"
norms-f_0400,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0400,act,1FKA,,M,,"{'init': '1FKA', 'code': 'M'}"
norms-f_0400,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0400,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0400,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0400,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0400,set,,,IF,,IF
norms-f_0400,obj,,,AR,,AR
norms-f_0400,obj,,,HH,,HH
norms-f_0400,obj,,,AR,,AR
norms-f_0400,obj,,,CL,,CL
norms-f_0400,obj,,,AR,,AR
norms-f_0400,mod,,,I+,,I+
norms-f_0401,char,,,1FKA,,1FKA
norms-f_0401,char,,,2FKA,,2FKA
norms-f_0401,char,,,1FKA,,1FKA
norms-f_0401,char,,,2MOA,,2MOA
norms-f_0401,char,,,2MOA,,2MOA
norms-f_0401,agg,2MOA,2MOA,7=,,"{'init': '2MOA', 'code': '7=', 'rec': '2MOA'}"
norms-f_0401,agg,1FKA,D,3>,,"{'init': '1FKA', 'code': '3>', 'rec': 'D'}"
norms-f_0401,agg,1FKA,D,3>,,"{'init': '1FKA', 'code': '3>', 'rec': 'D'}"
norms-f_0401,agg,D,1FKA,3R,,"{'init': 'D', 'code': '3R', 'rec': '1FKA'}"
norms-f_0401,act,D + 2FKA,,S,,"{'init': 'D + 2FKA', 'code': 'S'}"
norms-f_0401,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0401,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0401,act,1FKA,D,P=,,"{'init': '1FKA', 'code': 'P=', 'rec': 'D'}"
norms-f_0401,act,1FKA,,M,,"{'init': '1FKA', 'code': 'M'}"
norms-f_0401,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0401,set,,,IF,,IF
norms-f_0401,obj,,,AR,,AR
norms-f_0401,obj,,,AD,,AD
norms-f_0401,obj,,,AD,,AD
norms-f_0401,obj,,,AD,,AD
norms-f_0401,obj,,,MS,,MS
norms-f_0402,char,,,2IOA,,2IOA
norms-f_0402,char,,,1FOA,,1FOA
norms-f_0402,agg,2IOA,D,3>,,"{'init': '2IOA', 'code': '3>', 'rec': 'D'}"
norms-f_0402,act,D,1FOA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FOA'}"
norms-f_0402,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0402,mf,,,4,D,"{'code': '4', 'char': 'D'}"
norms-f_0402,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0402,set,,,IF,,IF
norms-f_0402,obj,,,AV,,AV
norms-f_0402,obj,,,CL,,CL
norms-f_0402,obj,,,MO,,MO
norms-f_0402,obj,,,BH,,BH
norms-f_0402,obj,,,BH,,BH
norms-f_0402,mod,,,A+,,A+
norms-f_0402,mod,,,I+,,I+
norms-f_0402,mod,,,S+,,S+
norms-f_0403,char,,,1FKA,,1FKA
norms-f_0403,char,,,2JKA,,2JKA
norms-f_0403,char,,,1MKA,,1MKA
norms-f_0403,char,,,1FKA,,1FKA
norms-f_0403,agg,D,1MKA,2=,,"{'init': 'D', 'code': '2=', 'rec': '1MKA'}"
norms-f_0403,agg,1FKA,D,3>,,"{'init': '1FKA', 'code': '3>', 'rec': 'D'}"
norms-f_0403,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0403,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0403,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0403,act,D,2JKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '2JKA'}"
norms-f_0403,act,D,1MKA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '1MKA'}"
norms-f_0403,act,D + 1MKA,,E,,"{'init': 'D + 1MKA', 'code': 'E'}"
norms-f_0403,act,1MKA,,M,,"{'init': '1MKA', 'code': 'M'}"
norms-f_0403,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0403,act,1FKA,,V,,"{'init': '1FKA', 'code': 'V'}"
norms-f_0403,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0403,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-f_0403,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0403,set,,,IF,,IF
norms-f_0403,set,,,IF,,IF
norms-f_0403,set,,,IF,,IF
norms-f_0403,obj,,,CM,,CM
norms-f_0403,obj,,,AR,,AR
norms-f_0403,obj,,,AR,,AR
norms-f_0403,obj,,,AD,,AD
norms-f_0403,mod,,,I+,,I+
norms-f_0404,char,,,2IUA,,2IUA
norms-f_0404,char,,,1FKA,,1FKA
norms-f_0404,char,,,1MSA,,1MSA
norms-f_0404,agg,1MSA,2IUA + 1FKA,6>,,"{'init': '1MSA', 'code': '6>', 'rec': '2IUA + 1FKA'}"
norms-f_0404,act,2IUA,,L,,"{'init': '2IUA', 'code': 'L'}"
norms-f_0404,act,2IUA,,E,,"{'init': '2IUA', 'code': 'E'}"
norms-f_0404,act,2IUA,,E,,"{'init': '2IUA', 'code': 'E'}"
norms-f_0404,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0404,act,1FKA,,E,,"{'init': '1FKA', 'code': 'E'}"
norms-f_0404,act,1MSA,,M,,"{'init': '1MSA', 'code': 'M'}"
norms-f_0404,act,1MSA,,P,,"{'init': '1MSA', 'code': 'P'}"
norms-f_0404,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0404,mf,,,4,2IUA + 1FKA,"{'code': '4', 'char': '2IUA + 1FKA'}"
norms-f_0404,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0404,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-f_0404,emot,,,SD,1FKA,"{'code': 'SD', 'char': '1FKA'}"
norms-f_0404,set,,,OF,,OF
norms-f_0404,obj,,,TR,,TR
norms-f_0404,obj,,,RG,,RG
norms-f_0404,obj,,,TR,,TR
norms-f_0404,obj,,,ST,,ST
norms-f_0404,obj,,,NA,,NA
norms-f_0404,obj,,,TR,,TR
norms-f_0404,mod,,,V+,,V+
norms-f_0404,mod,,,S+,,S+
norms-f_0404,mod,,,I+,,I+
norms-f_0404,mod,,,I+,,I+
norms-f_0405,char,,,1MFA,,1MFA
norms-f_0405,char,,,2MKA,,2MKA
norms-f_0405,char,,,2ANI,,2ANI
norms-f_0405,fri,D,1MFA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MFA'}"
norms-f_0405,act,2ANI,,M,,"{'init': '2ANI', 'code': 'M'}"
norms-f_0405,act,1MFA + 2MKA,,M,,"{'init': '1MFA + 2MKA', 'code': 'M'}"
norms-f_0405,act,D,,E,,"{'init': 'D', 'code': 'E'}"
norms-f_0405,fail,,,,D + 1MFA + 2MKA,{'char': 'D + 1MFA + 2MKA'}
norms-f_0405,fail,,,,D,{'char': 'D'}
norms-f_0405,mf,,,5,2MKA,"{'code': '5', 'char': '2MKA'}"
norms-f_0405,mf,,,5,1MFA,"{'code': '5', 'char': '1MFA'}"
norms-f_0405,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-f_0405,set,,,OQ,,OQ
norms-f_0405,obj,,,NA,,NA
norms-f_0405,obj,,,ST,,ST
norms-f_0405,mod,,,V+,,V+
norms-f_0405,mod,,,I-,,I-
norms-f_0405,mod,,,I+,,I+
norms-f_0406,char,,,2JUA,,2JUA
norms-f_0406,char,,,1MUA,,1MUA
norms-f_0406,act,D + 2JUA,,M,,"{'init': 'D + 2JUA', 'code': 'M'}"
norms-f_0406,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0406,act,D,,V,,"{'init': 'D', 'code': 'V'}"
norms-f_0406,act,1MUA,,V,,"{'init': '1MUA', 'code': 'V'}"
norms-f_0406,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0406,set,,,OQ,,OQ
norms-f_0406,obj,,,ST,,ST
norms-f_0406,obj,,,AM,,AM
norms-f_0406,obj,,,AD,,AD
norms-f_0406,obj,,,AR,,AR
norms-f_0406,obj,,,AE,,AE
norms-f_0406,mod,,,E+,,E+
norms-f_0407,char,,,7MFA,,7MFA
norms-f_0407,char,,,8MPA,,8MPA
norms-f_0407,char,,,1MBA,,1MBA
norms-f_0407,char,,,2ISA,,2ISA
norms-f_0407,fri,7MFA,1MBA,4>,,"{'init': '7MFA', 'code': '4>', 'rec': '1MBA'}"
norms-f_0407,act,7MFA,D,V>,,"{'init': '7MFA', 'code': 'V>', 'rec': 'D'}"
norms-f_0407,act,D,1MBA,P>,,"{'init': 'D', 'code': 'P>', 'rec': '1MBA'}"
norms-f_0407,act,2ISA,D,V>,,"{'init': '2ISA', 'code': 'V>', 'rec': 'D'}"
norms-f_0407,mf,,,5,1MBA,"{'code': '5', 'char': '1MBA'}"
norms-f_0407,set,,,AQ,,AQ
norms-f_0407,obj,,,BE,,BE
norms-f_0407,obj,,,IW,,IW
norms-f_0407,obj,,,NA,,NA
norms-f_0407,mod,,,S-,,S-
norms-f_0408,char,,,1FRA,,1FRA
norms-f_0408,char,,,2JYA,,2JYA
norms-f_0408,char,,,1FRA,,1FRA
norms-f_0408,agg,2JYA,D,3>,,"{'init': '2JYA', 'code': '3>', 'rec': 'D'}"
norms-f_0408,agg,1FRA,D,3>,,"{'init': '1FRA', 'code': '3>', 'rec': 'D'}"
norms-f_0408,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0408,act,2JYA,,P,,"{'init': '2JYA', 'code': 'P'}"
norms-f_0408,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0408,act,D,1FRA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FRA'}"
norms-f_0408,act,1FRA,D,VR,,"{'init': '1FRA', 'code': 'VR', 'rec': 'D'}"
norms-f_0408,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0408,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-f_0408,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-f_0408,set,,,OF,,OF
norms-f_0408,set,,,IF,,IF
norms-f_0408,obj,,,AR,,AR
norms-f_0408,obj,,,TR,,TR
norms-f_0408,obj,,,TR,,TR
norms-f_0408,obj,,,AR,,AR
norms-f_0408,obj,,,AR,,AR
norms-f_0408,obj,,,TR,,TR
norms-f_0408,mod,,,S-,,S-
norms-f_0408,mod,,,S+,,S+
norms-f_0409,char,,,1MFA,,1MFA
norms-f_0409,char,,,1FOA,,1FOA
norms-f_0409,act,D + 1MFA,,L,,"{'init': 'D + 1MFA', 'code': 'L'}"
norms-f_0409,act,D + 1MFA,,S,,"{'init': 'D + 1MFA', 'code': 'S'}"
norms-f_0409,act,D + 1MFA,,M,,"{'init': 'D + 1MFA', 'code': 'M'}"
norms-f_0409,act,1FOA,D,V>,,"{'init': '1FOA', 'code': 'V>', 'rec': 'D'}"
norms-f_0409,act,D,1FOA,VR,,"{'init': 'D', 'code': 'VR', 'rec': '1FOA'}"
norms-f_0409,act,1FOA,D,VR,,"{'init': '1FOA', 'code': 'VR', 'rec': 'D'}"
norms-f_0409,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-f_0409,set,,,OQ,,OQ
norms-f_0409,obj,,,NA,,NA
norms-f_0409,obj,,,CL,,CL
norms-f_0409,mod,,,E+,,E+
norms-f_0409,mod,,,E-,,E-
norms-f_0410,char,,,1FKA,,1FKA
norms-f_0410,char,,,1MKA,,1MKA
norms-f_0410,agg,D,1FKA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1FKA'}"
